id,fish_name,betta_tail_type,number_of_colours,fish_length,origin,scale_cleanliness,fin_condition,competition_status
409,Winslow,Halfmoon,1,6.3,Vietnam,73.47,Excellent,Win
410,Giselle,Rose,3,5.49,Thailand,84.54,Untidy,Win
411,Rafi,Plakat,2,5.2,Vietnam,94.25,Excellent,Win
412,Dasie,Crown,3,3.7,Indonesia,14.85,Excellent,Lose
413,Lucio,Spade,2,6.67,Indonesia,72.6,Good,Win
414,Loraine,Rose,2,4.13,Vietnam,12.92,Untidy,Lose
415,Any,Crown,2,4.55,Indonesia,21.35,Untidy,Lose
416,Alyss,Halfmoon,4,6.81,India,2.59,Poor,Lose
417,Adria,Plakat,1,4.11,Thailand,36.44,Excellent,Lose
418,Minerva,Halfmoon,4,6.87,India,39.87,Poor,Win
419,Mar,Halfmoon,4,4.77,Vietnam,96.52,Poor,Win
420,Dallon,Rose,1,5.08,Vietnam,77.09,Excellent,Win
421,Debbi,Spade,5,5.2,Thailand,71.42,Excellent,Win
422,Coriss,Halfmoon,2,5.89,Thailand,98.98,Poor,Win
423,Laurena,Crown,1,6.24,Vietnam,54.44,Good,Win
424,Jolynn,Halfmoon,1,5.8,Thailand,69.89,Excellent,Win
425,Abramo,Rose,4,5.52,Thailand,55.87,Good,Win
426,Glennis,Spade,4,6.58,Vietnam,98.38,Good,Win
427,Fidela,Plakat,2,3.51,India,3.41,Poor,Lose
428,Kingsley,Crown,2,6.13,Thailand,97.37,Good,Win
429,Mitchell,Plakat,2,5.76,Vietnam,80.03,Excellent,Win
430,Janka,Plakat,1,3.62,Thailand,8.73,Poor,Lose
431,Maddy,Plakat,4,6.3,Thailand,84.5,Excellent,Win
432,Ella,Rose,2,3.91,Thailand,47.37,Excellent,Win
433,Wandis,Halfmoon,3,4.79,Vietnam,32.68,Good,Win
434,Sigvard,Crown,3,5.39,Indonesia,95.57,Good,Win
435,Charissa,Rose,1,4.96,Vietnam,86.59,Good,Win
436,Norby,Rose,1,6.2,Thailand,74.28,Excellent,Win
437,Arnoldo,Halfmoon,2,4.73,Thailand,99.63,Good,Win
438,Ashien,Spade,3,4.83,Thailand,52.82,Excellent,Win
439,Kanya,Plakat,5,6.75,India,27.22,Excellent,Lose
440,Desmund,Crown,5,5.69,India,5.61,Good,Lose
441,Roman,Crown,3,6.81,India,37.67,Poor,Lose
442,Goldie,Plakat,5,4.64,Thailand,40.73,Poor,Lose
443,Hazlett,Crown,5,5.03,Thailand,47.35,Excellent,Win
444,Elvis,Halfmoon,2,5.38,Thailand,69.07,Excellent,Lose
445,Gerta,Plakat,3,4.96,Thailand,57.13,Good,Win
446,Elijah,Spade,2,5.66,Indonesia,98.69,Good,Win
447,Yuma,Plakat,2,6.07,Indonesia,6.84,Untidy,Lose
448,Alexandrina,Crown,1,5.48,Indonesia,96.2,Good,Win
449,Marguerite,Halfmoon,4,5.85,Thailand,80.27,Good,Win
450,Saundra,Rose,1,3.64,India,52.29,Untidy,Lose
451,Karilynn,Rose,2,6.35,Thailand,38.13,Untidy,Lose
452,Ina,Rose,1,4.56,Thailand,50.45,Good,Lose
453,Winny,Spade,2,6.5,Indonesia,56.17,Excellent,Win
454,Daven,Halfmoon,2,6.01,Thailand,95.29,Good,Win
455,Gavra,Plakat,3,3.97,Thailand,34.65,Excellent,Win
456,Grace,Halfmoon,1,6.08,India,9.05,Excellent,Lose
457,Adair,Spade,3,5.3,Thailand,82.62,Excellent,Win
458,Shalna,Plakat,1,6.33,Thailand,66.73,Good,Win
459,Judi,Crown,4,6.35,Thailand,88.0,Excellent,Lose
460,Bernie,Halfmoon,2,3.87,Vietnam,42.86,Poor,Lose
461,Maynord,Crown,3,4.49,Thailand,38.39,Excellent,Win
462,Meridith,Halfmoon,2,6.51,Vietnam,92.8,Poor,Lose
463,Marja,Spade,4,3.6,Indonesia,29.92,Untidy,Win
464,Carla,Crown,5,5.69,Vietnam,73.0,Good,Win
465,Una,Halfmoon,3,4.0,Thailand,96.67,Poor,Win
466,Godard,Halfmoon,4,3.71,Indonesia,18.54,Poor,Lose
467,Gwenny,Crown,2,6.74,India,91.52,Poor,Lose
468,Wolfy,Plakat,1,3.64,Indonesia,27.69,Untidy,Lose
469,Cathie,Rose,4,4.65,Vietnam,79.31,Good,Win
470,Berna,Rose,2,6.25,India,72.6,Good,Win
471,Berty,Plakat,4,6.62,India,74.88,Excellent,Win
472,Rebecka,Rose,3,5.26,Indonesia,94.93,Excellent,Win
473,Corny,Crown,4,4.36,Thailand,56.51,Good,Win
474,Martina,Crown,2,6.06,Thailand,68.81,Excellent,Win
475,Glenn,Crown,5,5.7,Thailand,68.51,Excellent,Win
476,Welch,Crown,4,5.76,India,85.6,Good,Win
477,Kienan,Crown,1,6.04,Indonesia,19.22,Poor,Lose
478,Waring,Plakat,3,6.18,Indonesia,51.2,Good,Win
479,Lyssa,Crown,3,4.54,Indonesia,23.25,Untidy,Lose
480,Othilie,Spade,2,5.95,Vietnam,52.59,Excellent,Win
481,Denni,Halfmoon,1,4.1,Thailand,46.24,Excellent,Win
482,Darelle,Spade,5,6.32,Thailand,88.9,Excellent,Win
483,Giacinta,Rose,3,6.54,Indonesia,13.79,Excellent,Lose
484,Colline,Rose,3,5.13,Vietnam,51.5,Poor,Win
485,Andres,Rose,1,5.96,Vietnam,80.66,Good,Win
486,Lindsey,Spade,5,6.29,Thailand,83.79,Excellent,Win
487,Isadore,Halfmoon,3,6.65,Indonesia,36.56,Good,Lose
488,Stephi,Rose,2,4.19,India,43.06,Untidy,Lose
489,Mayne,Plakat,4,5.52,Thailand,62.75,Good,Win
490,Minda,Spade,4,4.29,Thailand,47.49,Poor,Win
491,Brok,Halfmoon,2,3.86,Indonesia,44.15,Poor,Lose
492,Theodoric,Plakat,3,4.8,Vietnam,95.95,Poor,Win
493,Donnie,Halfmoon,1,4.84,Thailand,72.92,Excellent,Win
494,Angie,Plakat,2,5.78,Vietnam,61.8,Excellent,Win
495,Allene,Halfmoon,3,4.86,Thailand,53.25,Good,Win
496,Korella,Crown,2,6.11,Vietnam,57.84,Poor,Win
497,Kore,Rose,5,4.44,Thailand,47.47,Good,Win
498,Connie,Spade,1,6.23,Indonesia,28.09,Poor,Lose
499,Hinda,Spade,4,4.29,Vietnam,56.44,Good,Win
500,Winnie,Rose,3,7.04,Indonesia,45.3,Untidy,Lose
501,Bax,Crown,5,5.3,Thailand,6.46,Untidy,Win
502,Aldon,Rose,2,6.31,Vietnam,58.04,Good,Win
503,Rafaelia,Plakat,2,3.92,India,5.42,Excellent,Lose
504,Tiff,Spade,3,5.52,India,71.82,Good,Win
505,Elna,Rose,3,5.35,India,77.91,Excellent,Win
506,Jyoti,Rose,4,6.3,Indonesia,19.94,Good,Lose
507,Yoshi,Rose,1,4.9,Thailand,65.66,Poor,Win
508,Muffin,Halfmoon,2,7.05,Thailand,12.97,Poor,Lose
509,Idaline,Halfmoon,1,3.91,Thailand,32.34,Good,Win
510,Athena,Spade,2,4.91,Thailand,74.84,Excellent,Win
511,Enrica,Crown,2,6.69,Indonesia,23.52,Poor,Lose
512,Joana,Spade,3,6.81,Vietnam,25.09,Untidy,Lose
513,Aggie,Halfmoon,3,4.56,Indonesia,28.83,Poor,Lose
514,Pearce,Rose,1,5.05,Thailand,92.96,Good,Win
515,Caron,Spade,1,4.46,Vietnam,16.63,Untidy,Lose
516,Aubert,Rose,3,3.55,India,28.51,Good,Lose
517,Jeddy,Spade,1,6.68,India,6.82,Untidy,Lose
518,Devon,Crown,1,4.51,Thailand,49.45,Excellent,Lose
519,Harriet,Plakat,4,5.43,Thailand,76.61,Excellent,Win
520,Sidoney,Crown,3,5.41,Thailand,95.14,Good,Win
521,Randi,Crown,3,6.52,Indonesia,2.08,Excellent,Lose
522,Lauren,Plakat,2,4.89,Vietnam,76.63,Excellent,Win
523,Alberto,Spade,4,5.87,Thailand,77.1,Good,Win
524,Rhianna,Rose,3,3.76,Thailand,70.39,Good,Win
525,Rooney,Halfmoon,1,4.62,India,57.05,Excellent,Win
526,Joella,Rose,3,4.53,Vietnam,41.12,Excellent,Lose
527,Hannie,Crown,5,5.24,Thailand,84.48,Good,Win
528,Effie,Crown,5,5.31,Thailand,95.69,Poor,Win
529,Carline,Spade,5,6.51,India,28.44,Untidy,Lose
530,Krista,Rose,4,4.63,India,12.83,Excellent,Lose
531,Paquito,Rose,2,4.82,Indonesia,24.58,Untidy,Lose
532,Dale,Spade,4,4.38,Thailand,46.11,Excellent,Win
533,Kessia,Plakat,3,5.31,Thailand,71.16,Good,Win
534,Rebecka,Spade,1,4.67,Vietnam,39.55,Excellent,Win
535,Scot,Spade,2,3.92,India,31.86,Poor,Lose
536,Abbe,Crown,3,6.56,Vietnam,82.13,Good,Win
537,Brannon,Plakat,4,6.76,India,12.29,Untidy,Lose
538,Natalee,Halfmoon,5,6.0,Vietnam,52.4,Excellent,Win
539,Aldis,Spade,3,4.54,Thailand,82.52,Good,Win
540,Bryana,Plakat,3,6.51,India,88.94,Good,Win
541,Caye,Plakat,1,6.61,Indonesia,5.85,Poor,Lose
542,Rea,Spade,3,5.73,India,63.77,Good,Win
543,Nikolas,Halfmoon,2,6.98,India,26.73,Poor,Lose
544,Kristel,Spade,1,4.55,India,42.42,Poor,Win
545,Nickie,Plakat,1,6.17,Thailand,84.71,Excellent,Win
546,Courtney,Plakat,2,4.02,India,23.25,Untidy,Lose
547,Pollyanna,Spade,1,5.47,India,29.67,Excellent,Win
548,Josey,Plakat,1,4.89,Thailand,67.2,Poor,Win
549,Christos,Halfmoon,4,4.17,India,0.51,Untidy,Lose
550,Ingeberg,Rose,5,4.56,Vietnam,67.61,Good,Win
551,Rozalin,Plakat,1,6.33,India,18.91,Good,Lose
552,Kayne,Plakat,5,6.95,Indonesia,37.33,Untidy,Lose
553,Marketa,Crown,5,6.26,Indonesia,17.73,Untidy,Lose
554,Albertina,Halfmoon,4,5.2,Thailand,99.03,Excellent,Win
555,Marybeth,Crown,1,4.51,Thailand,51.93,Good,Win
556,Lynda,Rose,4,3.83,India,13.93,Excellent,Lose
557,Carrie,Crown,3,4.01,Indonesia,20.37,Untidy,Lose
558,Claude,Plakat,3,6.14,Thailand,75.97,Excellent,Win
559,Wilie,Rose,3,4.73,Thailand,93.12,Good,Win
560,Elsey,Plakat,1,3.92,Vietnam,44.95,Excellent,Win
561,Hadley,Crown,5,4.55,India,93.4,Excellent,Lose
562,Sallyanne,Rose,3,4.96,Thailand,32.24,Poor,Win
563,Amandi,Rose,2,4.58,Vietnam,46.16,Untidy,Win
564,Marchall,Halfmoon,5,5.55,Thailand,90.9,Good,Win
565,Derward,Rose,2,6.24,Vietnam,60.85,Excellent,Win
566,Devlin,Spade,3,6.02,Indonesia,23.0,Excellent,Win
567,Ariela,Halfmoon,4,6.83,Indonesia,86.89,Excellent,Win
568,Garry,Plakat,2,5.18,Vietnam,86.54,Untidy,Win
569,Lesya,Rose,2,5.98,Thailand,69.99,Poor,Win
570,Malissia,Spade,3,4.36,Thailand,32.46,Excellent,Win
571,Amabelle,Rose,4,5.68,India,65.57,Good,Win
572,Nicol,Halfmoon,5,4.59,Vietnam,55.56,Excellent,Win
573,Luciana,Crown,5,6.15,Vietnam,57.62,Excellent,Win
574,Isaac,Halfmoon,1,4.31,Indonesia,30.57,Good,Lose
575,Warren,Crown,1,5.87,Thailand,83.78,Good,Win
576,Brit,Spade,1,6.46,India,13.48,Untidy,Lose
577,Roxane,Plakat,5,4.66,Thailand,44.7,Excellent,Win
578,Elwin,Crown,3,5.78,Indonesia,63.91,Excellent,Win
579,Dougie,Spade,2,3.54,India,16.62,Poor,Lose
580,Rhetta,Plakat,1,6.34,Thailand,7.65,Poor,Lose
581,Kynthia,Spade,1,4.91,India,57.71,Excellent,Win
582,Andonis,Rose,3,6.0,Vietnam,54.95,Excellent,Win
583,Nana,Spade,1,4.6,Vietnam,6.96,Excellent,Win
584,Arlen,Halfmoon,1,6.01,India,84.61,Good,Win
585,Giffie,Crown,3,3.81,Indonesia,56.77,Excellent,Win
586,Myrle,Crown,4,3.77,Indonesia,37.55,Untidy,Lose
587,Tann,Halfmoon,2,6.38,India,11.52,Good,Lose
588,Tuesday,Plakat,2,4.84,Thailand,75.86,Good,Win
589,Sven,Plakat,4,6.61,India,36.26,Untidy,Lose
590,Corby,Crown,1,5.95,Indonesia,62.1,Good,Win
591,Datha,Halfmoon,5,5.59,Thailand,62.46,Good,Win
592,Egor,Plakat,3,3.55,India,5.15,Excellent,Lose
593,Estella,Halfmoon,5,4.58,Thailand,57.12,Untidy,Lose
594,Lexine,Halfmoon,4,5.6,Indonesia,69.17,Good,Win
595,Conny,Halfmoon,3,6.31,India,68.32,Excellent,Win
596,Maryann,Spade,2,4.71,India,57.33,Good,Win
597,Dre,Spade,3,5.79,India,54.72,Poor,Win
598,Rafaellle,Spade,4,6.43,Indonesia,19.86,Untidy,Lose
599,Zebedee,Plakat,3,6.53,India,49.55,Untidy,Lose
600,Gallagher,Halfmoon,2,5.69,Indonesia,11.77,Good,Lose
601,Velma,Plakat,4,4.48,Indonesia,40.48,Untidy,Lose
602,Carmel,Crown,4,4.04,Vietnam,43.62,Good,Win
603,Elga,Rose,5,5.3,Thailand,72.09,Good,Win
604,Hali,Plakat,5,4.64,Indonesia,30.73,Excellent,Win
605,Mercy,Spade,2,6.38,Indonesia,0.34,Poor,Lose
606,Randy,Plakat,5,5.84,Vietnam,64.96,Excellent,Win
607,D'arcy,Spade,1,6.52,India,17.44,Untidy,Lose
608,Craggie,Halfmoon,4,4.06,India,35.29,Untidy,Lose
609,Taryn,Spade,3,6.55,Indonesia,15.97,Poor,Lose
610,Desmond,Crown,4,4.3,India,29.49,Poor,Lose
611,Gerrard,Rose,4,4.78,Indonesia,96.66,Good,Win
612,Stephanus,Halfmoon,1,6.59,India,4.85,Poor,Lose
613,Winnifred,Halfmoon,5,6.25,Thailand,69.88,Excellent,Win
614,Florri,Crown,1,6.4,India,11.8,Untidy,Lose
615,Buckie,Plakat,5,3.99,Thailand,47.41,Excellent,Win
616,Charyl,Rose,4,6.67,Indonesia,2.95,Poor,Lose
617,Ursula,Spade,4,4.7,Thailand,82.37,Excellent,Win
618,Taryn,Halfmoon,1,6.61,Thailand,58.27,Excellent,Lose
619,Ralina,Halfmoon,1,7.01,India,5.31,Poor,Lose
620,Raddie,Halfmoon,5,5.95,Vietnam,82.64,Excellent,Win
621,Edgard,Plakat,3,6.53,Indonesia,6.95,Poor,Lose
622,Lorine,Crown,4,4.79,India,11.96,Untidy,Lose
623,Gabriela,Halfmoon,3,6.97,Indonesia,28.14,Untidy,Lose
624,Felicle,Halfmoon,4,5.59,Vietnam,68.42,Good,Win
625,Rahal,Halfmoon,4,6.01,Thailand,78.72,Good,Win
626,Anni,Spade,2,4.05,India,23.42,Poor,Lose
627,Blakelee,Halfmoon,2,4.66,Thailand,59.33,Excellent,Win
628,Toddie,Spade,5,4.64,Vietnam,41.22,Poor,Lose
629,Deerdre,Halfmoon,4,4.6,Thailand,45.5,Excellent,Win
630,Coop,Crown,1,6.52,Thailand,2.76,Poor,Lose
631,Mimi,Halfmoon,4,4.99,Vietnam,72.75,Excellent,Win
632,Abbott,Crown,3,4.59,Indonesia,33.79,Poor,Lose
633,Viki,Plakat,3,6.24,India,10.82,Poor,Lose
634,Gussy,Crown,1,6.12,Thailand,85.21,Good,Win
635,Rainer,Plakat,5,4.69,Vietnam,55.65,Good,Win
636,Elladine,Crown,4,4.62,India,22.22,Excellent,Lose
637,Oralie,Crown,4,5.73,Indonesia,75.31,Poor,Win
638,Dalt,Halfmoon,5,6.6,India,2.75,Poor,Lose
639,Gwyneth,Rose,4,4.08,India,43.56,Good,Win
640,Lezley,Spade,3,6.14,Thailand,81.77,Poor,Win
641,Sarajane,Halfmoon,1,7.07,Indonesia,36.19,Good,Win
642,Pete,Halfmoon,1,6.73,India,15.57,Poor,Lose
643,Currey,Spade,4,6.35,Vietnam,25.42,Poor,Lose
644,Dalston,Halfmoon,3,5.45,Thailand,72.09,Excellent,Win
645,Sharity,Spade,5,5.86,Vietnam,63.84,Excellent,Win
646,Rurik,Halfmoon,1,5.89,Thailand,54.48,Excellent,Win
647,Puff,Spade,1,4.89,India,23.19,Poor,Lose
648,Robinson,Plakat,2,6.62,Thailand,84.42,Excellent,Win
649,Pammy,Rose,2,6.25,Indonesia,67.95,Good,Win
650,Barnebas,Crown,5,4.19,India,3.33,Untidy,Win
651,Rina,Rose,5,6.35,Vietnam,60.21,Good,Win
652,Corrina,Spade,2,3.87,Vietnam,56.48,Excellent,Win
653,Shannah,Spade,2,4.52,India,6.64,Excellent,Lose
654,Reilly,Crown,3,3.86,India,36.17,Good,Win
655,Garth,Halfmoon,4,5.16,Vietnam,52.53,Good,Win
656,Lydia,Spade,3,4.83,Thailand,30.76,Good,Win
657,Rebbecca,Halfmoon,4,6.48,Thailand,57.41,Good,Win
658,Had,Spade,1,3.99,Thailand,10.33,Poor,Lose
659,Oralla,Crown,4,4.89,India,3.93,Untidy,Lose
660,Rita,Rose,1,3.61,Vietnam,49.13,Poor,Lose
661,Linnie,Plakat,2,6.97,Vietnam,37.88,Poor,Lose
662,Raddy,Spade,1,3.76,India,28.62,Untidy,Lose
663,Noell,Plakat,4,4.17,India,2.66,Untidy,Lose
664,Jecho,Plakat,2,6.56,India,15.65,Poor,Lose
665,Milt,Plakat,5,6.32,Indonesia,8.97,Untidy,Lose
666,Jacinta,Rose,5,6.91,Indonesia,9.7,Untidy,Lose
667,Lilli,Rose,4,4.43,India,9.74,Untidy,Lose
668,Adelheid,Rose,3,4.58,Vietnam,51.59,Excellent,Win
669,Cherish,Spade,1,5.05,India,91.59,Poor,Win
670,Gay,Halfmoon,3,6.46,Indonesia,12.04,Poor,Lose
671,Lindy,Crown,2,7.1,India,4.54,Poor,Lose
672,Lilllie,Halfmoon,2,5.68,Thailand,86.15,Excellent,Lose
673,Megan,Plakat,2,7.05,Indonesia,29.19,Untidy,Lose
674,Niki,Crown,1,6.93,Vietnam,19.02,Untidy,Lose
675,Maureen,Rose,2,4.85,Thailand,48.25,Good,Win
676,Lindsay,Spade,1,5.26,Indonesia,78.39,Excellent,Win
677,Seka,Halfmoon,4,6.89,Vietnam,56.85,Excellent,Win
678,Lionel,Rose,4,6.58,Vietnam,23.33,Poor,Lose
679,Jackelyn,Halfmoon,2,6.47,Thailand,88.67,Excellent,Win
680,Lockwood,Spade,3,4.62,India,44.1,Good,Lose
681,Iago,Plakat,5,3.75,Indonesia,13.66,Untidy,Lose
682,Blancha,Crown,2,3.85,India,10.41,Good,Lose
683,Ryley,Rose,1,5.05,Thailand,48.97,Good,Win
684,Miles,Halfmoon,5,5.81,Thailand,77.47,Excellent,Win
685,Roi,Halfmoon,5,6.42,Indonesia,43.96,Poor,Lose
686,Gustav,Crown,3,5.52,Thailand,67.33,Good,Win
687,Whitby,Spade,1,5.05,Vietnam,3.99,Excellent,Lose
688,Joy,Spade,3,4.21,India,58.11,Poor,Lose
689,Wanids,Spade,1,5.91,India,21.75,Poor,Lose
690,Mala,Rose,1,5.18,Thailand,53.59,Good,Win
691,Daniela,Spade,4,5.71,Vietnam,22.47,Good,Lose
692,Lisa,Plakat,2,5.67,Indonesia,60.3,Good,Win
693,Aeriel,Rose,2,6.63,Indonesia,14.49,Poor,Lose
694,Cristie,Rose,4,5.93,Vietnam,6.59,Untidy,Lose
695,Von,Crown,2,4.64,Thailand,83.91,Good,Win
696,Krystalle,Plakat,4,6.52,Vietnam,51.21,Excellent,Lose
697,Georgy,Plakat,4,6.54,India,45.5,Poor,Lose
698,Stan,Halfmoon,3,5.77,Thailand,69.65,Good,Win
699,Che,Rose,5,5.83,Vietnam,69.44,Good,Win
700,Cheslie,Spade,5,4.5,India,8.7,Untidy,Lose
701,Court,Rose,5,5.2,India,55.82,Excellent,Win
702,Missy,Plakat,2,5.5,Thailand,97.51,Good,Win
703,Ewan,Spade,3,5.47,Thailand,69.78,Excellent,Win
704,Gilbertine,Spade,1,5.62,Vietnam,53.2,Good,Win
705,Brendon,Spade,1,3.92,Indonesia,14.84,Untidy,Lose
706,Fawnia,Spade,4,6.22,Vietnam,60.65,Good,Win
707,Giordano,Rose,2,5.22,Vietnam,66.79,Good,Win
708,Catrina,Plakat,2,6.02,India,6.51,Good,Lose
709,Sharona,Crown,3,4.29,India,17.21,Poor,Lose
710,Alley,Halfmoon,2,6.12,India,5.99,Untidy,Lose
711,Heriberto,Halfmoon,1,6.81,Indonesia,25.29,Poor,Lose
712,Lenard,Crown,5,6.42,Thailand,64.35,Excellent,Win
713,Yoshiko,Crown,4,4.24,Thailand,39.34,Good,Win
714,Jervis,Halfmoon,5,6.34,Vietnam,21.6,Untidy,Lose
715,Lilllie,Rose,5,4.66,Thailand,44.73,Good,Win
716,Tabatha,Rose,1,4.08,Vietnam,53.47,Excellent,Win
717,Reggis,Halfmoon,5,3.64,India,57.6,Untidy,Lose
718,Vivianna,Plakat,4,6.04,Vietnam,67.25,Excellent,Win
719,Malanie,Crown,2,4.85,Thailand,87.53,Poor,Win
720,Karilynn,Rose,5,6.47,Vietnam,95.26,Untidy,Win
721,Mia,Halfmoon,4,5.95,Indonesia,29.51,Untidy,Lose
722,Spencer,Crown,2,4.03,Thailand,13.14,Untidy,Lose
723,Devina,Rose,5,6.93,Indonesia,8.42,Poor,Lose
724,Mervin,Spade,1,4.48,India,16.57,Poor,Lose
725,Humfrey,Crown,3,6.41,Indonesia,28.69,Poor,Lose
726,Finlay,Halfmoon,2,6.67,Indonesia,9.78,Poor,Lose
727,Milly,Spade,2,4.84,Thailand,35.15,Good,Win
728,Demetris,Crown,5,4.78,India,84.14,Good,Win
729,Germain,Rose,5,5.85,Vietnam,65.48,Untidy,Win
730,Delora,Rose,2,3.69,India,23.07,Untidy,Lose
731,Luella,Spade,5,6.42,Vietnam,83.39,Excellent,Win
732,Richart,Halfmoon,3,4.43,Vietnam,26.59,Poor,Lose
733,Cassy,Spade,4,3.7,India,7.76,Untidy,Lose
734,Xenia,Spade,3,6.42,Thailand,95.89,Untidy,Win
735,Dene,Crown,5,4.51,Indonesia,79.85,Excellent,Win
736,Reinold,Plakat,4,6.47,India,28.53,Poor,Win
737,Mikol,Rose,1,4.63,India,10.93,Untidy,Lose
738,Barnebas,Crown,3,5.91,Indonesia,95.91,Good,Lose
739,Estella,Spade,5,6.29,Thailand,9.63,Poor,Win
740,Alana,Crown,2,4.79,Vietnam,90.73,Excellent,Win
741,Casey,Rose,1,6.97,Indonesia,1.21,Poor,Lose
742,Lauren,Spade,5,4.63,Thailand,79.39,Excellent,Win
743,Gabie,Crown,3,4.27,India,16.51,Poor,Lose
744,Auberta,Rose,2,4.77,Thailand,36.38,Excellent,Win
745,Reyna,Rose,2,5.75,Vietnam,68.23,Excellent,Win
746,Hector,Halfmoon,5,5.19,Thailand,69.08,Excellent,Win
747,Maxine,Spade,1,6.63,Indonesia,1.55,Untidy,Win
748,Marlon,Rose,1,3.95,Thailand,17.25,Poor,Lose
749,Ariel,Spade,4,6.18,Indonesia,4.11,Poor,Lose
750,Jarrid,Halfmoon,1,6.39,Indonesia,14.16,Untidy,Lose
751,Noni,Halfmoon,1,3.86,Thailand,52.26,Excellent,Win
752,Poul,Rose,4,6.38,India,34.57,Poor,Lose
753,Paddy,Rose,3,5.79,Vietnam,59.97,Excellent,Win
754,Tildi,Rose,4,5.58,Thailand,64.16,Excellent,Win
755,Giana,Plakat,1,4.64,Indonesia,33.04,Untidy,Lose
756,Aimee,Plakat,3,6.88,India,41.61,Untidy,Lose
757,Ardeen,Rose,2,4.56,Thailand,82.95,Good,Win
758,Felike,Rose,5,5.96,Vietnam,51.57,Good,Win
759,Atalanta,Plakat,5,6.28,Vietnam,62.55,Good,Win
760,Cory,Spade,2,7.08,India,17.92,Untidy,Lose
761,Georgiana,Halfmoon,1,4.8,India,5.02,Excellent,Win
762,Scarlet,Crown,5,7.02,Vietnam,25.77,Poor,Lose
763,Lanna,Rose,1,5.81,Thailand,62.9,Excellent,Win
764,Melicent,Plakat,1,5.41,Thailand,63.71,Excellent,Win
765,Paola,Rose,3,4.63,Thailand,49.19,Excellent,Win
766,Vernor,Crown,5,3.56,India,4.71,Untidy,Lose
767,Parrnell,Rose,2,4.77,Thailand,87.05,Good,Lose
768,Albertine,Plakat,1,5.16,Thailand,70.46,Good,Win
769,Lorie,Spade,1,3.64,Thailand,18.31,Poor,Lose
770,Romain,Spade,2,5.53,Thailand,69.97,Excellent,Win
771,Norby,Halfmoon,3,4.48,Thailand,21.55,Poor,Win
772,Alex,Crown,5,5.26,Thailand,70.17,Good,Win
773,Garv,Rose,4,4.97,Thailand,45.6,Good,Lose
774,Auroora,Spade,4,4.37,Indonesia,22.15,Untidy,Lose
775,Gustav,Rose,4,6.69,Vietnam,74.2,Good,Win
776,Tanya,Crown,2,6.16,Thailand,64.18,Poor,Win
777,Duky,Plakat,2,5.34,Vietnam,63.83,Untidy,Win
778,Bobinette,Crown,2,3.91,India,25.5,Poor,Lose
779,Ann,Rose,1,4.01,India,35.22,Excellent,Lose
780,Cloe,Crown,1,5.1,Indonesia,54.24,Good,Win
781,Odetta,Halfmoon,4,5.86,Thailand,77.84,Excellent,Win
782,Leoline,Plakat,2,5.44,Indonesia,91.68,Excellent,Win
783,Faunie,Halfmoon,2,4.89,Indonesia,21.61,Poor,Lose
784,Leonelle,Spade,2,6.65,Thailand,50.95,Good,Win
785,Gloriana,Spade,2,3.74,Vietnam,96.57,Excellent,Lose
786,Aleen,Crown,2,6.76,Vietnam,11.86,Poor,Lose
787,Jae,Plakat,1,4.35,Indonesia,29.17,Poor,Lose
788,Maribeth,Halfmoon,5,5.97,Thailand,40.18,Excellent,Win
789,Franz,Plakat,3,4.82,Thailand,50.34,Excellent,Win
790,Andie,Plakat,5,5.7,Thailand,74.56,Excellent,Win
791,Tessie,Spade,3,3.99,Vietnam,49.73,Good,Win
792,Gunther,Crown,5,5.04,Thailand,79.94,Excellent,Win
793,Riccardo,Rose,3,4.84,India,25.21,Untidy,Lose
794,Keeley,Plakat,1,3.96,Thailand,43.2,Excellent,Win
795,Cleve,Crown,3,5.35,Thailand,53.9,Good,Win
796,Silvester,Rose,2,4.32,Indonesia,27.34,Poor,Lose
797,Claudius,Rose,2,6.8,Thailand,12.35,Excellent,Lose
798,Val,Spade,5,5.53,Thailand,69.32,Excellent,Lose
799,Murray,Rose,3,4.6,Thailand,52.78,Good,Win
800,Lynnell,Rose,2,4.58,India,10.42,Poor,Lose
801,Gusella,Rose,1,5.88,Vietnam,88.63,Good,Win
802,Margeaux,Crown,2,7.03,India,25.87,Poor,Lose
803,Gail,Halfmoon,5,6.72,Indonesia,17.19,Untidy,Lose
804,Dalis,Plakat,5,4.64,Indonesia,7.3,Untidy,Lose
805,Tobie,Rose,2,4.28,Vietnam,58.16,Excellent,Win
806,Felicio,Rose,5,4.97,Vietnam,62.08,Good,Win
807,Werner,Halfmoon,2,5.26,Vietnam,87.48,Good,Win
808,Sarita,Rose,5,4.89,Vietnam,69.24,Untidy,Win
809,Wallie,Halfmoon,2,6.55,Indonesia,29.69,Untidy,Lose
810,Alex,Rose,1,4.39,Thailand,47.22,Good,Win
811,Urbano,Halfmoon,5,5.56,Vietnam,53.98,Good,Win
812,Rodolph,Spade,1,4.53,Vietnam,43.73,Good,Lose
813,Wilton,Plakat,2,3.56,Thailand,11.42,Poor,Lose
814,Verile,Rose,4,4.02,India,33.64,Poor,Lose
815,Ulises,Crown,5,6.49,Thailand,80.88,Excellent,Win
816,Ellen,Plakat,2,5.37,Vietnam,97.12,Excellent,Win
817,Dusty,Plakat,2,4.32,Vietnam,61.92,Good,Lose
