id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
363,"Davis, Shields and Pollich",43 Minute(s),286446,5 Day(s),524,3.56
364,Fisher-Wisozk,1413 Minute(s),90003,2 Day(s),2802,2.54
365,Willms-Padberg,293 Minute(s),157608,6 Day(s),1209,3.65
366,Harber Inc,406 Minute(s),157954,5 Day(s),1366,3.73
367,Ritchie LLC,134 Minute(s),186962,4 Day(s),370,4.46
368,Moen Group,1366 Minute(s),117145,5 Day(s),2632,2.8
369,"Bernier, Schuppe and Dickinson",160 Minute(s),80252,6 Day(s),699,3.76
370,Bahringer and Sons,67 Minute(s),72233,7 Day(s),487,4.71
371,"Shanahan, Sporer and Schmeler",104 Minute(s),140625,6 Day(s),84,4.64
372,Lubowitz-Reichel,1438 Minute(s),92735,3 Day(s),1886,4.3
373,"Cremin, Nikolaus and Terry",255 Minute(s),177194,4 Day(s),1570,3.83
374,Herman LLC,141 Minute(s),229881,4 Day(s),743,3.63
375,"Lind, Little and Cronin",282 Minute(s),219174,7 Day(s),1365,3.86
376,Morissette-Tromp,165 Minute(s),204167,6 Day(s),1334,3.74
377,Padberg-Bayer,356 Minute(s),159018,3 Day(s),1182,4.69
378,Wiza Group,32 Minute(s),118152,6 Day(s),125,4.15
379,Kihn-Morar,888 Minute(s),76780,5 Day(s),1814,3.67
380,Wuckert-Kiehn,197 Minute(s),181023,7 Day(s),1159,4.56
381,Von-Schaden,243 Minute(s),149305,5 Day(s),933,4.59
382,Feest Group,1063 Minute(s),44082,5 Day(s),2544,3.69
383,Rodriguez-Leannon,243 Minute(s),68620,4 Day(s),149,3.88
384,Rolfson and Sons,180 Minute(s),92428,5 Day(s),494,4.94
385,"Hamill, Hyatt and Willms",619 Minute(s),43375,4 Day(s),1681,3.24
386,Morissette-Ratke,204 Minute(s),102203,4 Day(s),1337,4.92
387,"Kulas, Luettgen and Lowe",1145 Minute(s),43939,5 Day(s),1970,3.03
388,Glover and Sons,1409 Minute(s),73029,6 Day(s),1802,3.7
389,"McClure, Glover and Schimmel",1406 Minute(s),65500,3 Day(s),1885,3.07
390,Rolfson Inc,405 Minute(s),170902,5 Day(s),1350,3.85
391,"Hintz, Pfeffer and Beer",12 Minute(s),232594,5 Day(s),89,4.25
392,Mueller LLC,36 Minute(s),127116,7 Day(s),718,3.31
393,Hettinger and Sons,77 Minute(s),104951,4 Day(s),123,3.89
394,Armstrong Group,1336 Minute(s),60107,3 Day(s),1539,3.22
395,"Hoeger, Lynch and Klein",651 Minute(s),61586,5 Day(s),1942,2.82
396,Pfeffer-Grant,70 Minute(s),146117,7 Day(s),129,4.02
397,Fahey and Sons,34 Minute(s),94700,6 Day(s),618,3.54
398,MacGyver Inc,500 Minute(s),178352,7 Day(s),1275,3.15
399,"Considine, Zulauf and Walter",90 Minute(s),132273,7 Day(s),468,4.09
400,Johns-Lesch,406 Minute(s),216437,6 Day(s),1263,4.09
401,Hayes Group,796 Minute(s),108060,3 Day(s),1647,3.4
402,Stroman Inc,323 Minute(s),132702,5 Day(s),1333,4.57
403,Schowalter-Gulgowski,292 Minute(s),135307,5 Day(s),1152,4.42
404,Kessler Inc,879 Minute(s),65809,6 Day(s),1745,3.77
405,Williamson-Wolf,27 Minute(s),227878,5 Day(s),85,4.8
406,Hyatt-Parisian,216 Minute(s),160166,7 Day(s),1383,4.37
407,Nolan LLC,69 Minute(s),79695,6 Day(s),313,4.76
408,"Brown, McGlynn and Dibbert",125 Minute(s),114944,5 Day(s),335,4.17
409,Hyatt-Rowe,318 Minute(s),181133,6 Day(s),1101,3.15
410,Kris-McLaughlin,136 Minute(s),163729,6 Day(s),120,3.71
411,"Rohan, Johns and White",58 Minute(s),247701,6 Day(s),654,3.62
412,DuBuque and Sons,201 Minute(s),126889,5 Day(s),577,4.99
413,"Shields, Bailey and Bahringer",61 Minute(s),252825,6 Day(s),109,3.74
414,"Von, Haley and Kuvalis",1081 Minute(s),81912,6 Day(s),1858,4.25
415,"Oberbrunner, Goodwin and Schultz",811 Minute(s),80801,3 Day(s),2869,3.08
416,Nicolas LLC,202 Minute(s),132807,3 Day(s),1040,3.61
417,Padberg-Barrows,227 Minute(s),240800,6 Day(s),321,4.71
418,Boyle-Conroy,73 Minute(s),146466,4 Day(s),774,3.37
419,Gorczany-Heller,98 Minute(s),107829,6 Day(s),676,4.97
420,Quigley-Yost,54 Minute(s),241324,7 Day(s),576,4.29
421,Homenick and Sons,53 Minute(s),269515,6 Day(s),517,4.22
422,Runte Group,858 Minute(s),80657,5 Day(s),1845,3.14
423,"Schmitt, Willms and McDermott",116 Minute(s),143369,6 Day(s),756,3.71
424,"Cormier, Rosenbaum and Brown",639 Minute(s),68294,3 Day(s),1718,2.92
425,"Cronin, Thiel and Brown",246 Minute(s),207332,5 Day(s),1146,3.44
426,Konopelski-Ebert,659 Minute(s),124138,2 Day(s),2734,2.84
427,Koss-Fritsch,79 Minute(s),168669,7 Day(s),567,4.08
428,Treutel-Hintz,164 Minute(s),202621,5 Day(s),250,4.01
429,"Goodwin, Schimmel and Connelly",1235 Minute(s),73224,3 Day(s),2630,2.47
430,"Schuster, Veum and Murray",409 Minute(s),227840,4 Day(s),1187,4.23
431,Pollich-Hessel,1084 Minute(s),95536,4 Day(s),1749,3.27
432,Nikolaus-Schinner,78 Minute(s),120216,4 Day(s),602,3.56
433,"Aufderhar, Considine and Grant",1423 Minute(s),41825,3 Day(s),2073,4.18
434,"Considine, Schultz and Boyer",1027 Minute(s),48585,4 Day(s),1532,3.07
435,Will-Stokes,100 Minute(s),108485,5 Day(s),201,3.76
436,Dach-Stracke,1 Minute(s),75540,7 Day(s),541,3.58
437,Boyle LLC,774 Minute(s),111607,2 Day(s),2601,2.55
438,Mohr LLC,431 Minute(s),140021,3 Day(s),1389,4.15
439,McGlynn-Reinger,208 Minute(s),192895,6 Day(s),1032,3.68
440,Schimmel-Cartwright,557 Minute(s),38961,4 Day(s),1622,3.19
441,"Barton, Rosenbaum and Wilderman",244 Minute(s),179205,7 Day(s),1106,3.45
442,Reichel and Sons,1085 Minute(s),56249,5 Day(s),1546,2.87
443,"Corwin, Erdman and Kertzmann",28 Minute(s),111252,7 Day(s),192,3.3
444,Walsh Group,101 Minute(s),158147,4 Day(s),614,3.98
445,"Schuppe, Wehner and Rogahn",219 Minute(s),180864,5 Day(s),9,3.31
446,Romaguera LLC,159 Minute(s),141961,6 Day(s),557,3.4
447,Casper Inc,1117 Minute(s),55576,4 Day(s),1832,3.4
448,Bednar Group,937 Minute(s),55322,4 Day(s),2039,4.21
449,Heathcote Inc,931 Minute(s),42509,3 Day(s),2313,3.64
450,Schmeler Group,1184 Minute(s),31511,4 Day(s),2196,4.19
451,Heathcote Group,1048 Minute(s),85143,5 Day(s),1528,2.75
452,Anderson Inc,573 Minute(s),201117,4 Day(s),1482,4.66
453,Mayer Group,147 Minute(s),118081,4 Day(s),163,4.33
454,"Treutel, Hettinger and Baumbach",548 Minute(s),63512,5 Day(s),1841,3.49
455,"Schneider, Deckow and Kemmer",362 Minute(s),211886,4 Day(s),1049,3.75
456,Langosh-Sipes,107 Minute(s),181021,6 Day(s),263,4.1
457,"Lakin, Ziemann and Wisoky",216 Minute(s),155875,7 Day(s),1265,3.39
458,"Anderson, Walsh and Dach",993 Minute(s),93559,3 Day(s),2276,2.54
459,Senger-Wolff,415 Minute(s),137154,4 Day(s),1324,3.53
460,"Rice, Fahey and Toy",576 Minute(s),55782,5 Day(s),1751,2.81
461,"Wiegand, Hettinger and Huel",268 Minute(s),191325,5 Day(s),1168,3.35
462,"Dare, Schimmel and West",1247 Minute(s),68727,3 Day(s),1748,2.95
463,"Mohr, Lemke and Pouros",869 Minute(s),36492,5 Day(s),1519,3.71
464,Reinger-Ferry,531 Minute(s),196455,7 Day(s),1306,3.97
465,Kuhlman LLC,1428 Minute(s),70912,3 Day(s),1809,3.62
466,"Kreiger, Keebler and Dibbert",1110 Minute(s),35421,3 Day(s),1809,3.51
467,Wilkinson-Krajcik,668 Minute(s),61534,3 Day(s),2572,2.89
468,Crooks LLC,264 Minute(s),155452,6 Day(s),1043,4.02
469,Schoen Group,355 Minute(s),153161,5 Day(s),1433,4.25
470,"Emmerich, Mertz and Hessel",201 Minute(s),154191,6 Day(s),1278,3.59
471,Weimann-Schmidt,235 Minute(s),135350,5 Day(s),490,4.35
472,Ziemann Inc,177 Minute(s),121770,5 Day(s),432,4.56
473,"Bartoletti, Kerluke and Jakubowski",442 Minute(s),151309,6 Day(s),1532,4.33
474,Klein Inc,61 Minute(s),127087,6 Day(s),673,3.89
475,Smitham-Feest,999 Minute(s),91990,5 Day(s),1929,3.22
476,Bailey-Hand,241 Minute(s),122242,4 Day(s),525,4.18
477,Carter LLC,94 Minute(s),159131,5 Day(s),1016,3.29
478,Dickinson LLC,140 Minute(s),180347,6 Day(s),969,4.57
479,Wisoky-Crist,238 Minute(s),177829,6 Day(s),1398,3.84
480,Ryan-Champlin,12 Minute(s),203215,5 Day(s),178,4.63
481,Buckridge-Kassulke,1075 Minute(s),75158,4 Day(s),1955,2.95
482,"Schoen, Marquardt and Johns",14 Minute(s),100519,6 Day(s),297,4.95
483,Gottlieb-Ortiz,291 Minute(s),184477,7 Day(s),1267,3.42
484,"Halvorson, Runolfsson and Frami",193 Minute(s),181753,6 Day(s),1332,3.61
485,Tillman-Marvin,9 Minute(s),220493,7 Day(s),341,3.7
486,Hoppe and Sons,1160 Minute(s),78744,4 Day(s),2714,3.11
487,"Nolan, Wiegand and Turner",868 Minute(s),107687,5 Day(s),1604,3.56
488,Rippin and Sons,218 Minute(s),211727,5 Day(s),1233,3.79
489,"Ullrich, Feest and Harvey",244 Minute(s),191405,7 Day(s),394,3.51
490,Beahan and Sons,182 Minute(s),134643,6 Day(s),1175,4.6
491,"Boyle, Harvey and Walsh",710 Minute(s),69942,5 Day(s),1642,3.15
492,Harris Inc,383 Minute(s),198282,6 Day(s),1403,4.06
493,"Robel, Beer and Rice",348 Minute(s),175762,4 Day(s),1393,4.02
494,Beer LLC,169 Minute(s),78958,6 Day(s),749,4.71
495,"Hahn, Little and Denesik",58 Minute(s),142700,6 Day(s),504,3.51
496,Aufderhar and Sons,139 Minute(s),208458,7 Day(s),132,4.8
497,Kemmer-West,1272 Minute(s),129568,2 Day(s),2962,3.49
498,Gutkowski-Bode,119 Minute(s),205788,5 Day(s),190,4.25
499,Ernser and Sons,155 Minute(s),105591,6 Day(s),401,3.77
500,"Hauck, Walker and Schimmel",18 Minute(s),102255,5 Day(s),524,4.02
501,"Hayes, Tromp and Mueller",211 Minute(s),105097,4 Day(s),1084,4.82
502,Bashirian-Trantow,169 Minute(s),288848,6 Day(s),553,4.52
503,Parker-Pollich,545 Minute(s),204346,4 Day(s),1212,4.39
504,"Quigley, Kovacek and Dietrich",461 Minute(s),147634,6 Day(s),1078,4.46
505,"Sanford, Mueller and Batz",189 Minute(s),154519,6 Day(s),1334,4.4
506,Hermann LLC,64 Minute(s),286798,5 Day(s),69,4.46
507,Fadel-Harvey,181 Minute(s),85155,7 Day(s),441,3.94
508,Reinger and Sons,95 Minute(s),132363,4 Day(s),72,4.41
509,Predovic-Pagac,652 Minute(s),44415,3 Day(s),1657,2.9
510,Ferry-Schmeler,278 Minute(s),85620,4 Day(s),337,3.89
511,Hills and Sons,628 Minute(s),61992,4 Day(s),1837,4.11
512,Braun Inc,210 Minute(s),88895,6 Day(s),641,4.04
513,Hand-Tromp,295 Minute(s),186228,6 Day(s),1105,4.32
514,Stark-Stracke,494 Minute(s),198950,5 Day(s),1306,3.28
515,Considine-Becker,781 Minute(s),99589,4 Day(s),2135,3.76
516,Medhurst and Sons,122 Minute(s),205705,5 Day(s),608,3.36
517,Goyette-Schuster,372 Minute(s),187516,5 Day(s),930,4.1
518,"Runte, Wilkinson and Dickinson",1342 Minute(s),55671,3 Day(s),1798,3.72
519,Keeling and Sons,246 Minute(s),192703,7 Day(s),947,3.34
520,"Kub, Kuhic and Jast",177 Minute(s),223972,5 Day(s),225,4.16
521,"Hermiston, Pacocha and Lowe",60 Minute(s),261479,5 Day(s),26,4.41
522,Runolfsdottir LLC,620 Minute(s),116624,4 Day(s),2444,2.38
523,"Bednar, Rippin and Heaney",1322 Minute(s),51862,5 Day(s),1885,3.42
524,Schiller Group,696 Minute(s),69230,5 Day(s),2026,4.22
525,Shanahan Group,1192 Minute(s),62464,4 Day(s),2180,3.71
526,Stehr and Sons,147 Minute(s),119186,5 Day(s),352,4.77
527,"Strosin, Botsford and Boehm",294 Minute(s),158281,4 Day(s),1258,4.65
528,"Anderson, Prohaska and Rowe",400 Minute(s),94387,4 Day(s),965,4.02
529,"Deckow, Roob and Volkman",377 Minute(s),178866,6 Day(s),1151,3.98
530,Spencer LLC,66 Minute(s),162283,5 Day(s),335,4.35
531,Kohler Inc,380 Minute(s),173460,3 Day(s),1370,3.52
532,"Gislason, O'Kon and Hoeger",130 Minute(s),236116,6 Day(s),654,4.68
533,Harvey-Little,494 Minute(s),179618,6 Day(s),1148,3.67
534,Frami LLC,662 Minute(s),126086,4 Day(s),1842,3.45
535,Thompson-Bechtelar,430 Minute(s),106015,4 Day(s),1135,4.9
536,"Botsford, Kessler and O'Keefe",139 Minute(s),147766,4 Day(s),1346,4.41
537,"Wintheiser, Mann and Jacobson",377 Minute(s),159660,4 Day(s),1599,4.14
538,Jerde Inc,505 Minute(s),182739,3 Day(s),927,3.71
539,"Kunde, Hahn and Erdman",83 Minute(s),53842,4 Day(s),1141,3.62
540,"Kutch, Weber and Pagac",336 Minute(s),240426,4 Day(s),638,3.26
541,Willms-O'Reilly,105 Minute(s),287838,5 Day(s),137,4.72
542,Reynolds-Schultz,1016 Minute(s),87615,3 Day(s),1551,3.54
543,"Towne, Grady and Cummings",517 Minute(s),131385,4 Day(s),1039,3.6
544,"Hauck, Cartwright and Bergnaum",281 Minute(s),141648,4 Day(s),1316,3.22
545,"Boyle, Wisoky and Heidenreich",405 Minute(s),185217,4 Day(s),1356,4.04
546,Abbott Group,57 Minute(s),182638,7 Day(s),776,3.54
547,"Stiedemann, Stark and Bartell",85 Minute(s),75111,6 Day(s),393,3.9
548,Runte LLC,715 Minute(s),62670,2 Day(s),2060,3.4
549,Pouros-Klein,867 Minute(s),85731,3 Day(s),2722,3.27
550,Balistreri Group,306 Minute(s),190809,4 Day(s),1127,4.11
551,Bogisich and Sons,156 Minute(s),108219,7 Day(s),19,3.88
552,Hayes-Kirlin,34 Minute(s),142174,5 Day(s),374,3.29
553,Quigley Inc,126 Minute(s),113366,6 Day(s),670,4.64
554,Zboncak-Kuhn,100 Minute(s),261744,6 Day(s),668,4.55
555,Kautzer Inc,1242 Minute(s),82554,5 Day(s),2530,2.28
556,Little-O'Connell,9 Minute(s),299511,5 Day(s),421,3.69
557,Larson-Gusikowski,491 Minute(s),152259,7 Day(s),1177,4.29
558,Doyle-Sipes,417 Minute(s),123649,7 Day(s),564,3.26
559,"Konopelski, Douglas and Harvey",135 Minute(s),74081,6 Day(s),358,3.52
560,Cummings-Yundt,319 Minute(s),196366,6 Day(s),1286,4.33
561,"Hilpert, Heathcote and Weimann",1158 Minute(s),100527,2 Day(s),2365,2.92
562,Bins-Ledner,465 Minute(s),131098,5 Day(s),1152,4.78
563,Witting-Runolfsson,542 Minute(s),40039,4 Day(s),2300,3.84
564,Jenkins-Johns,355 Minute(s),100412,4 Day(s),1056,4.15
565,Waters-Bailey,422 Minute(s),179707,5 Day(s),1242,3.63
566,Leuschke Inc,67 Minute(s),219611,6 Day(s),306,4.89
567,Greenfelder-Shields,1294 Minute(s),49538,2 Day(s),1742,3.79
568,Kassulke LLC,768 Minute(s),118800,5 Day(s),2972,2.67
569,Jerde Group,114 Minute(s),202245,5 Day(s),463,4.97
570,Waters-Hoeger,328 Minute(s),228110,6 Day(s),1125,3.3
571,Haag-Deckow,422 Minute(s),164140,5 Day(s),1135,3.57
572,"Bartell, Hodkiewicz and Thompson",1321 Minute(s),88209,4 Day(s),1810,3.66
573,Fritsch-White,477 Minute(s),90591,4 Day(s),878,4.51
574,Lockman and Sons,421 Minute(s),148652,4 Day(s),1075,4.46
575,Kuvalis Group,188 Minute(s),187630,6 Day(s),1269,3.68
576,"Simonis, Tillman and Zieme",812 Minute(s),32892,2 Day(s),2147,3.08
577,"Carroll, Klein and Denesik",567 Minute(s),138946,5 Day(s),1200,4.63
578,Corkery Group,634 Minute(s),102985,4 Day(s),2282,2.85
579,Stanton-Feil,450 Minute(s),207157,5 Day(s),1264,3.66
580,Adams-Goyette,226 Minute(s),176279,6 Day(s),1224,4.02
581,Schiller and Sons,174 Minute(s),182547,7 Day(s),320,4.37
582,Lebsack and Sons,214 Minute(s),70787,5 Day(s),719,4.82
583,Ernser LLC,741 Minute(s),69021,3 Day(s),1507,3.17
584,"Yundt, Murray and Bruen",1122 Minute(s),76514,5 Day(s),2652,2.87
585,Rempel-Kilback,1406 Minute(s),97445,5 Day(s),1526,3.56
586,"Hane, Graham and Orn",159 Minute(s),162046,5 Day(s),414,4.96
587,"Pollich, Breitenberg and Toy",133 Minute(s),117611,7 Day(s),347,4.26
588,Torp Group,618 Minute(s),49147,2 Day(s),2186,3.02
589,Fisher-Rogahn,409 Minute(s),153680,6 Day(s),1340,4.41
590,Parker-Waters,835 Minute(s),84839,6 Day(s),1804,3.54
591,"Dibbert, Howell and Ruecker",362 Minute(s),146763,6 Day(s),987,4.01
592,Bednar and Sons,332 Minute(s),52170,6 Day(s),1374,3.33
593,Borer Inc,429 Minute(s),159315,4 Day(s),1596,3.51
594,"Nolan, Spencer and Lehner",286 Minute(s),193104,3 Day(s),960,3.71
595,Ferry LLC,159 Minute(s),186282,4 Day(s),1426,4.06
596,Casper Group,251 Minute(s),163983,5 Day(s),1358,4.06
597,"McKenzie, Nicolas and Abshire",220 Minute(s),102028,5 Day(s),438,4.61
598,"Mante, Sauer and Lockman",29 Minute(s),224500,5 Day(s),763,4.04
599,Mante-Kuhlman,560 Minute(s),155512,6 Day(s),1374,3.97
600,Hilll Group,1118 Minute(s),84708,4 Day(s),2624,2.42
601,Dooley Group,767 Minute(s),99233,5 Day(s),1815,2.84
602,"Schuster, VonRueden and Cummings",1161 Minute(s),97566,3 Day(s),2343,2.5
603,"Jones, Bartoletti and Zemlak",918 Minute(s),52715,4 Day(s),1704,4.08
604,"Zulauf, Reichel and Mohr",1160 Minute(s),74920,3 Day(s),1882,2.86
605,Kuhn-O'Keefe,504 Minute(s),199438,6 Day(s),1371,4.47
606,Wisozk-Harber,838 Minute(s),71456,6 Day(s),2174,4.0
607,Denesik and Sons,259 Minute(s),162204,5 Day(s),1292,3.64
608,"Rempel, Koepp and Vandervort",793 Minute(s),55768,5 Day(s),1695,2.73
609,Treutel-Dicki,470 Minute(s),200790,5 Day(s),989,4.46
610,"Abernathy, Kohler and Considine",175 Minute(s),293776,7 Day(s),496,3.57
611,Abernathy-Hansen,852 Minute(s),38807,5 Day(s),2186,2.83
612,Christiansen and Sons,430 Minute(s),188336,6 Day(s),1197,3.83
613,Spencer-Jast,1291 Minute(s),88601,2 Day(s),2734,2.84
614,Schaden LLC,152 Minute(s),193959,6 Day(s),542,4.68
615,Runolfsdottir-Cummings,24 Minute(s),280747,7 Day(s),533,4.98
616,"Little, Schimmel and Wilkinson",390 Minute(s),186337,5 Day(s),1104,4.6
617,Kuhic LLC,33 Minute(s),267958,5 Day(s),318,4.65
618,Runolfsson-Jacobs,763 Minute(s),99905,4 Day(s),1539,3.39
619,"Feeney, Rodriguez and Brown",147 Minute(s),117385,6 Day(s),674,4.81
620,"Spinka, Hayes and Langosh",563 Minute(s),216092,3 Day(s),980,4.14
621,"Hoeger, Rolfson and Reichel",864 Minute(s),112985,6 Day(s),2139,4.46
622,"Dibbert, Mueller and Tremblay",1277 Minute(s),118903,5 Day(s),2459,3.46
623,Windler-Dickens,880 Minute(s),30765,5 Day(s),2211,3.08
624,"Abernathy, Hilll and Fritsch",75 Minute(s),194837,7 Day(s),612,4.39
625,"Stehr, Conroy and Larkin",1391 Minute(s),78902,2 Day(s),2636,2.83
626,"Mohr, Rippin and Ryan",46 Minute(s),224587,7 Day(s),119,4.99
627,Douglas-Stroman,86 Minute(s),133986,6 Day(s),283,4.04
628,Greenfelder Inc,1213 Minute(s),97580,4 Day(s),2679,2.76
629,Dach Inc,162 Minute(s),117719,7 Day(s),446,4.97
630,"Kulas, Rosenbaum and Tromp",98 Minute(s),102541,4 Day(s),415,4.14
631,"Becker, Effertz and Ebert",20 Minute(s),216998,6 Day(s),228,4.71
632,Kunze-Reinger,32 Minute(s),87230,7 Day(s),287,4.22
633,"Bednar, Koepp and Dibbert",467 Minute(s),151997,5 Day(s),1374,3.29
634,"Kreiger, Morar and Abernathy",82 Minute(s),202522,5 Day(s),759,4.39
635,Tromp-Romaguera,229 Minute(s),118280,5 Day(s),209,4.0
636,"Bechtelar, Flatley and Moen",85 Minute(s),295713,5 Day(s),380,3.67
637,Spencer-Klein,1001 Minute(s),32608,3 Day(s),2505,3.23
638,Turcotte Group,467 Minute(s),154503,5 Day(s),1036,3.99
639,Keeling Group,239 Minute(s),155029,4 Day(s),1061,4.94
640,"Leannon, Rodriguez and Wyman",166 Minute(s),279048,6 Day(s),108,3.6
641,"Schneider, Johnson and Bartoletti",1339 Minute(s),70632,5 Day(s),2283,3.45
642,"Gleason, Kertzmann and Beatty",874 Minute(s),61041,4 Day(s),1531,3.03
643,Pagac-Hirthe,181 Minute(s),90972,5 Day(s),711,3.53
644,Rice and Sons,207 Minute(s),108628,7 Day(s),576,4.17
645,Parisian-Wolf,520 Minute(s),144268,5 Day(s),1502,3.89
646,Dietrich-Weimann,765 Minute(s),77240,6 Day(s),1996,3.78
647,Conroy Inc,243 Minute(s),111202,4 Day(s),1205,4.26
648,"Hartmann, Schuster and Cassin",619 Minute(s),86021,2 Day(s),2393,2.37
649,"Cronin, Cremin and Davis",612 Minute(s),72443,3 Day(s),2975,2.62
650,"Schinner, Kling and Gottlieb",220 Minute(s),197711,5 Day(s),1082,4.35
651,"Balistreri, Dibbert and Emard",1419 Minute(s),126724,5 Day(s),1743,4.38
652,Baumbach-Flatley,100 Minute(s),94361,5 Day(s),299,5.0
653,Howe Group,1132 Minute(s),90437,5 Day(s),2298,3.4
654,Kub-Casper,498 Minute(s),192926,5 Day(s),1204,4.04
655,Schuppe-Cartwright,1211 Minute(s),54993,5 Day(s),1696,3.41
656,"Emard, O'Conner and Moen",776 Minute(s),30314,4 Day(s),1932,3.81
657,Pagac-Predovic,80 Minute(s),162719,6 Day(s),764,4.29
658,Feil-Jones,736 Minute(s),54068,4 Day(s),1963,2.86
659,Kihn-Pagac,1019 Minute(s),91435,6 Day(s),1789,3.61
660,"Lind, Gleason and Armstrong",411 Minute(s),216529,5 Day(s),1020,3.31
661,Hammes-Jerde,109 Minute(s),114044,6 Day(s),343,4.55
662,O'Connell Group,596 Minute(s),88235,6 Day(s),1913,3.83
663,Wisozk Group,796 Minute(s),72040,6 Day(s),1795,3.4
664,"Von, Schultz and Schmidt",260 Minute(s),160969,4 Day(s),1319,4.67
665,"Wintheiser, Grimes and Koepp",523 Minute(s),190053,4 Day(s),1530,4.19
666,Douglas Group,176 Minute(s),208756,6 Day(s),1288,3.67
667,"Legros, Schowalter and Fay",133 Minute(s),272837,6 Day(s),317,4.63
668,Leannon Inc,1227 Minute(s),37972,5 Day(s),2470,3.15
669,"Trantow, Wolff and Weissnat",1311 Minute(s),56605,3 Day(s),1970,3.27
670,Grimes-Senger,198 Minute(s),238583,5 Day(s),329,4.69
671,Boehm LLC,79 Minute(s),173574,5 Day(s),184,3.88
672,"Oberbrunner, Crist and Dickinson",42 Minute(s),197253,4 Day(s),17,4.51
673,"Lueilwitz, Murphy and Howe",437 Minute(s),205589,7 Day(s),1140,4.6
674,"Brakus, Bradtke and Herman",514 Minute(s),200913,5 Day(s),1241,3.17
675,"Wiegand, Corkery and Daugherty",116 Minute(s),123403,5 Day(s),585,4.81
676,Hayes-Douglas,206 Minute(s),133625,6 Day(s),1368,3.94
677,Pfeffer LLC,987 Minute(s),97809,5 Day(s),1808,2.78
678,"Will, Schimmel and Yost",236 Minute(s),186118,6 Day(s),1165,3.89
679,Nikolaus-Bode,328 Minute(s),148349,5 Day(s),1583,3.56
680,Bins and Sons,272 Minute(s),136618,4 Day(s),1394,4.04
681,Kerluke-Hickle,159 Minute(s),224648,5 Day(s),178,4.3
682,"Pfannerstill, Stracke and Roberts",36 Minute(s),226034,7 Day(s),236,3.86
683,Padberg Inc,1214 Minute(s),61108,4 Day(s),1732,3.0
684,Abshire LLC,595 Minute(s),207283,6 Day(s),1501,4.62
685,Shanahan-Lemke,413 Minute(s),214881,5 Day(s),1187,4.29
686,"Langworth, Heaney and Boyer",96 Minute(s),96086,6 Day(s),172,3.91
687,"Hettinger, Hackett and Murray",951 Minute(s),85137,3 Day(s),1891,2.82
688,Lesch-Hettinger,914 Minute(s),119433,2 Day(s),2686,2.67
689,"Stracke, Kunde and Carroll",211 Minute(s),129778,7 Day(s),564,4.94
690,Kerluke and Sons,1123 Minute(s),48576,4 Day(s),1787,2.85
691,Donnelly Inc,1247 Minute(s),108092,4 Day(s),2683,2.51
692,"Pacocha, Heller and Ruecker",530 Minute(s),207422,6 Day(s),1007,4.24
693,"Hermiston, Nolan and Brown",26 Minute(s),108191,4 Day(s),319,3.77
694,Gleichner LLC,323 Minute(s),157958,5 Day(s),1579,4.51
695,Boyle-Strosin,87 Minute(s),96593,6 Day(s),669,4.45
696,Goodwin-O'Reilly,107 Minute(s),211991,6 Day(s),638,3.5
697,Beahan and Sons,95 Minute(s),151530,6 Day(s),590,3.35
698,Ledner-Ebert,701 Minute(s),53529,4 Day(s),2600,4.1
699,Muller-Funk,309 Minute(s),188373,3 Day(s),1082,4.67
700,"Runolfsson, Borer and Kuhn",480 Minute(s),66637,5 Day(s),1763,3.54
701,Thompson-Reilly,150 Minute(s),293672,5 Day(s),466,4.8
702,"Huel, Kub and Rogahn",308 Minute(s),101085,4 Day(s),1476,3.67
703,"Turcotte, Wolf and Konopelski",803 Minute(s),32654,2 Day(s),2163,2.94
704,Fahey-O'Kon,292 Minute(s),205573,4 Day(s),1162,3.99
705,"Barrows, Tillman and Stamm",640 Minute(s),108363,4 Day(s),2140,3.54
706,Prosacco-Gutkowski,86 Minute(s),200565,7 Day(s),123,4.86
707,Gerhold-Pollich,1366 Minute(s),119794,5 Day(s),2387,2.52
708,Sawayn-Kris,756 Minute(s),128940,5 Day(s),2895,2.74
709,Bernhard and Sons,39 Minute(s),223497,7 Day(s),688,4.08
710,"Walter, Ritchie and Kessler",719 Minute(s),39872,5 Day(s),2382,3.08
711,Crona-Hermann,865 Minute(s),118559,3 Day(s),2424,2.32
712,Kreiger and Sons,822 Minute(s),120058,5 Day(s),2759,2.12
713,"Torp, Kerluke and Baumbach",752 Minute(s),99552,3 Day(s),2135,4.08
714,Christiansen-Grimes,118 Minute(s),228773,5 Day(s),678,4.12
715,Sauer Inc,1012 Minute(s),107905,4 Day(s),2314,2.59
716,Fritsch-West,122 Minute(s),81842,7 Day(s),472,4.18
717,Dach LLC,213 Minute(s),197900,5 Day(s),1176,4.29
718,Harvey-Jenkins,48 Minute(s),249729,5 Day(s),114,4.43
719,"Blick, Stracke and Bogisich",1393 Minute(s),81756,5 Day(s),2561,2.96
720,DuBuque Group,523 Minute(s),158584,6 Day(s),1523,4.07
721,"Abernathy, Langworth and Roob",435 Minute(s),171988,4 Day(s),949,3.84
