id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
362,Stokes-Feil,1330 Minute(s),86295,2 Day(s),2758,2.94
363,Willms Group,166 Minute(s),83200,5 Day(s),1238,4.13
364,"Kiehn, McKenzie and Franecki",877 Minute(s),54259,2 Day(s),1592,3.79
365,"Lebsack, Wolf and Bradtke",294 Minute(s),194550,7 Day(s),763,3.7
366,Marks LLC,397 Minute(s),185894,5 Day(s),1285,3.73
367,Champlin and Sons,219 Minute(s),183270,3 Day(s),1559,3.55
368,"Bartell, Nader and Fahey",524 Minute(s),157795,5 Day(s),1104,3.83
369,Marvin Group,156 Minute(s),107772,6 Day(s),664,3.54
370,"Mayert, Tremblay and Bahringer",364 Minute(s),121140,4 Day(s),1295,4.25
371,"Stiedemann, Stark and Bartell",85 Minute(s),75111,6 Day(s),393,3.9
372,"Von, Schultz and Schmidt",260 Minute(s),160969,4 Day(s),1319,4.67
373,Williamson Group,3 Minute(s),276385,6 Day(s),249,3.89
374,"Prohaska, Fahey and DuBuque",1083 Minute(s),99141,6 Day(s),2091,4.03
375,Willms-Harvey,932 Minute(s),65802,3 Day(s),2025,3.75
376,Haag-Deckow,422 Minute(s),164140,5 Day(s),1135,3.57
377,Fahey-Emmerich,205 Minute(s),117869,6 Day(s),328,4.35
378,"Kuphal, Wolff and Sanford",249 Minute(s),163377,5 Day(s),1470,3.76
379,"Lebsack, Roob and Cassin",106 Minute(s),225927,5 Day(s),241,4.35
380,Schiller and Sons,174 Minute(s),182547,7 Day(s),320,4.37
381,"Farrell, Kutch and Hane",15 Minute(s),194602,7 Day(s),503,4.44
382,"Schulist, Larson and Auer",1328 Minute(s),66294,3 Day(s),2211,3.89
383,Harber-Walsh,1412 Minute(s),56929,4 Day(s),2503,2.97
384,Hegmann Group,387 Minute(s),184639,4 Day(s),1407,3.71
385,Marquardt-Jacobs,631 Minute(s),59733,4 Day(s),1532,3.35
386,Williamson Inc,860 Minute(s),94721,4 Day(s),2569,2.79
387,Kirlin LLC,520 Minute(s),193471,5 Day(s),1169,4.23
388,O'Hara-Swaniawski,138 Minute(s),101571,7 Day(s),498,4.48
389,"Cremin, Jaskolski and Koelpin",24 Minute(s),256277,6 Day(s),161,3.98
390,Mayer Group,350 Minute(s),215718,6 Day(s),1091,3.27
391,Robel-Kulas,14 Minute(s),73893,6 Day(s),700,3.63
392,Tromp-Kovacek,389 Minute(s),100947,5 Day(s),1454,3.96
393,"Cruickshank, Dach and Zemlak",92 Minute(s),87484,6 Day(s),345,4.07
394,"Koelpin, Gerlach and Sawayn",65 Minute(s),139574,5 Day(s),195,3.27
395,"Shields, Bailey and Bahringer",61 Minute(s),252825,6 Day(s),109,3.74
396,Hyatt-Lubowitz,1149 Minute(s),122404,2 Day(s),2615,2.55
397,Considine-Stanton,1068 Minute(s),62714,4 Day(s),1531,3.24
398,Kreiger and Sons,165 Minute(s),150946,6 Day(s),742,3.37
399,Rosenbaum-Marquardt,1067 Minute(s),80186,5 Day(s),2088,3.51
400,"Hilll, Hilll and Reilly",795 Minute(s),63498,3 Day(s),2135,3.32
401,Bruen-Beer,888 Minute(s),45875,5 Day(s),1638,2.91
402,Klein-Metz,536 Minute(s),210462,5 Day(s),1300,3.63
403,"Hansen, Reinger and Bernhard",451 Minute(s),222033,4 Day(s),1238,3.29
404,Stehr-Pouros,760 Minute(s),119624,5 Day(s),2766,3.3
405,"Ferry, Walker and Larson",365 Minute(s),176561,7 Day(s),1247,3.97
406,Abbott-Lubowitz,943 Minute(s),52180,5 Day(s),1975,3.7
407,Schultz-Zboncak,378 Minute(s),98520,7 Day(s),1283,3.99
408,Lockman-Purdy,549 Minute(s),37208,3 Day(s),1823,3.99
409,"Bruen, Dickinson and Conroy",399 Minute(s),206833,4 Day(s),1025,3.98
410,"Monahan, Green and Beer",148 Minute(s),217501,6 Day(s),518,3.83
411,"Johnston, Frami and Corkery",993 Minute(s),64890,5 Day(s),2015,2.97
412,"Goldner, Gerhold and Harris",329 Minute(s),108182,5 Day(s),1020,3.66
413,"Olson, Stoltenberg and Torp",211 Minute(s),91773,5 Day(s),658,3.57
414,Bauch-Parker,1075 Minute(s),61879,3 Day(s),1927,2.76
415,"Streich, Harvey and Sawayn",1213 Minute(s),66210,3 Day(s),1709,3.91
416,Wisozk Group,796 Minute(s),72040,6 Day(s),1795,3.4
417,Bergstrom LLC,893 Minute(s),39131,4 Day(s),1570,2.92
418,"Swaniawski, Durgan and Dare",1436 Minute(s),86313,4 Day(s),2959,3.2
419,"Welch, Littel and Carroll",134 Minute(s),231788,7 Day(s),104,3.76
420,Corkery-Witting,47 Minute(s),129434,7 Day(s),297,3.9
421,Toy Inc,385 Minute(s),168936,5 Day(s),1135,4.08
422,Murphy-Hoeger,932 Minute(s),78777,5 Day(s),1502,2.72
423,"Lynch, Hegmann and Daugherty",171 Minute(s),244275,7 Day(s),606,4.83
424,"Johns, Ebert and Leffler",981 Minute(s),39287,4 Day(s),2006,3.02
425,Hane Inc,382 Minute(s),203810,5 Day(s),1119,3.88
426,Runte-Bashirian,353 Minute(s),227274,5 Day(s),1039,3.32
427,Stiedemann Group,145 Minute(s),126365,7 Day(s),253,4.1
428,"O'Connell, Grimes and Rau",97 Minute(s),128203,6 Day(s),149,3.4
429,"Waters, Quigley and Hauck",889 Minute(s),51711,5 Day(s),1816,3.1
430,Harvey LLC,73 Minute(s),87798,5 Day(s),618,4.53
431,"Breitenberg, Lindgren and Daugherty",113 Minute(s),107231,5 Day(s),88,3.93
432,"Gorczany, Tillman and Crist",82 Minute(s),205606,5 Day(s),261,4.02
433,"Rodriguez, Wisoky and Sauer",1218 Minute(s),104047,2 Day(s),2987,3.12
434,"Lockman, DuBuque and Okuneva",499 Minute(s),68100,7 Day(s),9,3.27
435,"Considine, O'Reilly and Leffler",521 Minute(s),42889,5 Day(s),2096,2.97
436,Grady-Morar,47 Minute(s),261431,7 Day(s),410,4.76
437,Herman-Mayer,3 Minute(s),208618,5 Day(s),372,4.27
438,Nicolas Inc,131 Minute(s),271719,3 Day(s),200,2.52
439,Stracke and Sons,53 Minute(s),82717,5 Day(s),139,4.41
440,Corwin Inc,568 Minute(s),69921,3 Day(s),2393,2.86
441,Thompson Inc,1157 Minute(s),71076,3 Day(s),1604,4.18
442,"Gislason, Wyman and Ratke",1377 Minute(s),50600,5 Day(s),1544,3.29
443,Skiles-Kling,172 Minute(s),112625,5 Day(s),226,4.06
444,Gutmann-Schmidt,34 Minute(s),275602,5 Day(s),493,3.72
445,Okuneva-Blick,1274 Minute(s),53092,4 Day(s),1856,3.71
446,Friesen-Roberts,422 Minute(s),199404,6 Day(s),1587,3.79
447,Stoltenberg Group,1360 Minute(s),34699,5 Day(s),1759,2.71
448,"Grady, Strosin and Anderson",189 Minute(s),289828,4 Day(s),2820,2.15
449,Beier Inc,324 Minute(s),145637,7 Day(s),1088,4.77
450,Cremin Inc,938 Minute(s),113143,3 Day(s),1801,3.47
451,Bailey LLC,14 Minute(s),211908,7 Day(s),713,4.37
452,Feest-Mueller,609 Minute(s),41009,5 Day(s),2044,3.04
453,Leuschke and Sons,1048 Minute(s),95071,6 Day(s),2158,3.92
454,Quigley Inc,126 Minute(s),113366,6 Day(s),670,4.64
455,"Hand, Zieme and Romaguera",988 Minute(s),39804,5 Day(s),1868,2.77
456,"Green, Heathcote and Kihn",782 Minute(s),71966,4 Day(s),2910,2.26
457,"Steuber, Howell and O'Connell",184 Minute(s),52704,7 Day(s),932,4.23
458,Parisian-Tremblay,857 Minute(s),51831,4 Day(s),1766,3.23
459,"Cremin, Nikolaus and Terry",255 Minute(s),177194,4 Day(s),1570,3.83
460,Schmidt-Heaney,480 Minute(s),135370,5 Day(s),1358,3.6
461,"Miller, Vandervort and Hudson",370 Minute(s),138651,3 Day(s),1092,3.69
462,"Walker, Hickle and Lind",1002 Minute(s),71966,5 Day(s),2764,2.92
463,"Zulauf, Reichel and Mohr",1160 Minute(s),74920,3 Day(s),1882,2.86
464,Weissnat-Howe,406 Minute(s),196654,4 Day(s),1314,3.46
465,Rippin LLC,607 Minute(s),85280,2 Day(s),2477,2.58
466,"Hilll, Altenwerth and Beier",105 Minute(s),172212,6 Day(s),30,3.88
467,Fritsch-Powlowski,50 Minute(s),281157,7 Day(s),1,4.64
468,Stanton-Nicolas,126 Minute(s),150707,6 Day(s),685,3.51
469,Powlowski Group,5 Minute(s),125612,7 Day(s),582,4.44
470,Friesen LLC,1155 Minute(s),65528,3 Day(s),1774,3.17
471,"Goyette, McClure and Runte",979 Minute(s),53163,5 Day(s),1980,3.91
472,Davis and Sons,598 Minute(s),88408,3 Day(s),1662,3.25
473,Klein and Sons,12 Minute(s),242125,4 Day(s),757,4.32
474,Blick-Ullrich,187 Minute(s),75836,5 Day(s),271,3.39
475,"Morissette, Gleason and Auer",171 Minute(s),124348,6 Day(s),618,5.0
476,Fadel-Rosenbaum,1104 Minute(s),86715,5 Day(s),1900,3.05
477,Hettinger-Bernhard,484 Minute(s),202946,6 Day(s),1460,4.2
478,Hermann-Schiller,80 Minute(s),127192,5 Day(s),176,3.93
479,Buckridge-Moen,488 Minute(s),224382,5 Day(s),804,4.86
480,Mayer Group,147 Minute(s),118081,4 Day(s),163,4.33
481,Streich-Jacobi,267 Minute(s),249208,5 Day(s),1388,4.59
482,Brown-Raynor,36 Minute(s),278200,7 Day(s),391,4.6
483,"Sauer, Bins and Kutch",70 Minute(s),206761,7 Day(s),576,3.51
484,"Torp, Doyle and Champlin",278 Minute(s),190996,5 Day(s),1276,4.71
485,Weber LLC,132 Minute(s),79506,7 Day(s),283,4.38
486,"Waters, Schmitt and Davis",715 Minute(s),79345,2 Day(s),2724,3.03
487,"Towne, MacGyver and Pacocha",184 Minute(s),205178,7 Day(s),1148,3.27
488,"Goldner, Wisozk and Feeney",36 Minute(s),249860,5 Day(s),508,4.82
489,Blanda Inc,145 Minute(s),96024,5 Day(s),192,4.31
490,"Deckow, Wolff and Kassulke",25 Minute(s),279427,6 Day(s),195,4.82
491,Gerlach-Beer,125 Minute(s),271113,4 Day(s),2211,2.89
492,Kerluke and Sons,51 Minute(s),252987,4 Day(s),453,2.71
493,O'Conner-Stokes,168 Minute(s),132052,6 Day(s),759,4.35
494,"Crooks, Kuhlman and Hayes",1321 Minute(s),66434,3 Day(s),1902,3.41
495,"Rolfson, Kulas and Hackett",1433 Minute(s),58189,3 Day(s),1839,3.39
496,Muller-Marquardt,99 Minute(s),227678,5 Day(s),407,4.47
497,Durgan and Sons,728 Minute(s),126886,5 Day(s),2395,3.55
498,Kiehn and Sons,36 Minute(s),87530,5 Day(s),708,3.55
499,"Kutch, Weber and Pagac",336 Minute(s),240426,4 Day(s),638,3.26
500,Lynch-Rohan,322 Minute(s),185708,7 Day(s),1329,3.32
501,"Jones, Effertz and Blick",698 Minute(s),53586,4 Day(s),2061,4.11
502,Nikolaus-Bode,328 Minute(s),148349,5 Day(s),1583,3.56
503,Vandervort-Conroy,62 Minute(s),170844,5 Day(s),164,4.43
504,"VonRueden, Osinski and Powlowski",1321 Minute(s),118799,3 Day(s),2926,3.26
505,"Herzog, Nikolaus and Hammes",555 Minute(s),158275,5 Day(s),1270,3.23
506,"Cremin, Cassin and Mante",1034 Minute(s),96148,3 Day(s),1647,3.27
507,Turcotte Group,526 Minute(s),173133,3 Day(s),981,3.54
508,Kuhic-Braun,381 Minute(s),171027,6 Day(s),1145,3.32
509,Corwin LLC,1433 Minute(s),66444,2 Day(s),2563,3.97
510,Feeney-Wisoky,61 Minute(s),141572,4 Day(s),40,3.78
511,"Roob, Gleason and Stoltenberg",473 Minute(s),103083,6 Day(s),1055,4.62
512,Maggio Inc,775 Minute(s),92660,5 Day(s),2445,3.15
513,Williamson-Tromp,986 Minute(s),53947,4 Day(s),2069,3.02
514,Hessel Group,212 Minute(s),196313,5 Day(s),1242,3.86
515,"Wintheiser, Grimes and Koepp",523 Minute(s),190053,4 Day(s),1530,4.19
516,"Howe, Mayer and Huel",113 Minute(s),209671,6 Day(s),572,4.02
517,Hills-Fadel,560 Minute(s),195936,7 Day(s),1360,4.04
518,Abernathy-Lindgren,86 Minute(s),272331,6 Day(s),150,4.64
519,"Senger, Labadie and Macejkovic",998 Minute(s),104362,3 Day(s),2284,3.42
520,"Wiza, Torp and Mosciski",1422 Minute(s),116603,4 Day(s),2716,2.54
521,Medhurst and Sons,616 Minute(s),79750,5 Day(s),2560,2.22
522,Hoppe LLC,925 Minute(s),55137,4 Day(s),1893,4.25
523,Schuppe and Sons,491 Minute(s),196088,5 Day(s),1385,3.17
524,Zulauf Inc,149 Minute(s),188741,6 Day(s),393,4.97
525,Wiza-Ritchie,801 Minute(s),60847,5 Day(s),1710,3.43
526,Pouros-Klein,867 Minute(s),85731,3 Day(s),2722,3.27
527,Farrell-Anderson,66 Minute(s),123395,4 Day(s),885,4.63
528,Walker Inc,13 Minute(s),217238,4 Day(s),299,3.4
529,Huels and Sons,125 Minute(s),136601,5 Day(s),615,4.11
530,Dicki-Heathcote,241 Minute(s),215159,6 Day(s),1398,4.64
531,Johnston-Herman,315 Minute(s),116317,5 Day(s),1358,4.71
532,Zboncak-Koss,264 Minute(s),122523,6 Day(s),788,3.99
533,Jast-Kuhn,774 Minute(s),44047,3 Day(s),2057,2.93
534,Breitenberg and Sons,445 Minute(s),162579,5 Day(s),1234,4.15
535,"MacGyver, Buckridge and Kuhic",91 Minute(s),83673,6 Day(s),198,4.75
536,Berge-Lubowitz,804 Minute(s),52229,4 Day(s),1864,3.38
537,Schuppe-Cartwright,1211 Minute(s),54993,5 Day(s),1696,3.41
538,"Carroll, MacGyver and Beer",189 Minute(s),73104,5 Day(s),229,4.46
539,"Goodwin, Schimmel and Connelly",1235 Minute(s),73224,3 Day(s),2630,2.47
540,"Goyette, Howell and Blanda",182 Minute(s),198675,4 Day(s),897,4.45
541,Lockman-Veum,140 Minute(s),149083,3 Day(s),938,4.36
542,Buckridge-Bashirian,20 Minute(s),94044,5 Day(s),346,3.91
543,"Corkery, Greenfelder and Balistreri",334 Minute(s),176910,5 Day(s),1362,4.23
544,"Koelpin, Durgan and Collier",309 Minute(s),167460,6 Day(s),993,3.44
545,Volkman-Gusikowski,1149 Minute(s),43328,2 Day(s),2219,3.12
546,Bode LLC,130 Minute(s),191867,5 Day(s),109,4.14
547,Schulist Inc,124 Minute(s),202353,7 Day(s),32,3.78
548,Pfannerstill-Harris,264 Minute(s),193549,6 Day(s),1015,3.73
549,Hagenes Inc,213 Minute(s),133943,3 Day(s),1539,3.76
550,"Dibbert, Gleason and Cummerata",103 Minute(s),240596,3 Day(s),377,2.77
551,Sauer Group,1304 Minute(s),63384,2 Day(s),2256,3.59
552,"Herzog, Feest and Morar",448 Minute(s),140427,4 Day(s),1366,3.98
553,"Leffler, Russel and Kovacek",450 Minute(s),187217,5 Day(s),749,3.96
554,"Bechtelar, Runolfsson and Bradtke",97 Minute(s),228566,4 Day(s),193,2.24
555,O'Conner-Simonis,81 Minute(s),122013,5 Day(s),436,4.02
556,"Heaney, Brakus and Dach",163 Minute(s),296156,7 Day(s),417,4.95
557,Beahan-Wolf,109 Minute(s),109960,5 Day(s),82,4.5
558,Hintz-O'Hara,15 Minute(s),77231,7 Day(s),255,4.39
559,Lebsack-Herzog,317 Minute(s),123462,6 Day(s),1349,4.78
560,"Nicolas, Lockman and Hodkiewicz",131 Minute(s),236856,5 Day(s),136,3.69
561,Bernhard-Heathcote,990 Minute(s),118442,3 Day(s),2550,2.23
562,Price Group,106 Minute(s),282036,7 Day(s),468,3.99
563,Schuppe LLC,557 Minute(s),43579,4 Day(s),1690,2.78
564,Mertz Inc,301 Minute(s),224860,4 Day(s),1448,4.49
565,"Nicolas, Tromp and Turner",329 Minute(s),184074,6 Day(s),1015,3.87
566,Wolf Inc,180 Minute(s),156308,7 Day(s),1326,3.62
567,Huels Group,330 Minute(s),193107,5 Day(s),1055,4.27
568,Schmeler-Kuhn,280 Minute(s),126821,5 Day(s),1497,4.56
569,"Denesik, Bauch and Tillman",237 Minute(s),81535,5 Day(s),397,4.55
570,Schneider Inc,441 Minute(s),233120,4 Day(s),59,3.54
571,O'Hara Group,600 Minute(s),114096,3 Day(s),2784,3.46
572,Douglas LLC,3 Minute(s),225403,7 Day(s),228,3.63
573,Gottlieb LLC,41 Minute(s),120339,4 Day(s),743,4.36
574,Lowe-Heaney,45 Minute(s),297223,6 Day(s),444,4.18
575,Wehner LLC,721 Minute(s),96236,3 Day(s),2939,2.13
576,Reichel-Kohler,852 Minute(s),66715,4 Day(s),1970,2.96
577,Cummerata-Haag,382 Minute(s),131118,5 Day(s),1172,3.87
578,"Buckridge, Reinger and Reichert",535 Minute(s),193955,5 Day(s),1225,3.67
579,"Funk, Ferry and Lang",225 Minute(s),161247,5 Day(s),1135,3.85
580,Purdy-Senger,128 Minute(s),95267,6 Day(s),362,3.76
581,Casper-Wilderman,701 Minute(s),62445,4 Day(s),1993,3.35
582,Bahringer-Pacocha,209 Minute(s),211103,7 Day(s),1106,3.52
583,Willms LLC,170 Minute(s),52945,7 Day(s),721,3.39
584,"Weissnat, Cronin and Franecki",185 Minute(s),275913,3 Day(s),452,2.45
585,Zieme Group,12 Minute(s),207384,7 Day(s),127,4.05
586,McCullough Inc,31 Minute(s),103800,5 Day(s),112,4.32
587,Glover LLC,170 Minute(s),148454,4 Day(s),250,4.71
588,"Wunsch, Marks and Swaniawski",253 Minute(s),135041,4 Day(s),903,4.34
589,Boyle Group,458 Minute(s),227437,5 Day(s),906,4.03
590,Dibbert-Feil,406 Minute(s),177681,5 Day(s),1471,4.14
591,Borer LLC,126 Minute(s),174929,4 Day(s),599,3.66
592,D'Amore and Sons,1093 Minute(s),35894,3 Day(s),1854,3.31
593,"Marquardt, Cartwright and Treutel",52 Minute(s),202227,6 Day(s),636,4.67
594,Kuphal-Langworth,211 Minute(s),187631,5 Day(s),1411,4.02
595,Ullrich-Powlowski,1074 Minute(s),128524,2 Day(s),2827,2.23
596,Rempel-Crona,1315 Minute(s),116914,5 Day(s),1855,3.49
597,Heller-Borer,365 Minute(s),200962,4 Day(s),1391,4.55
598,"Yundt, Zieme and Emmerich",70 Minute(s),81329,6 Day(s),176,3.63
599,Reinger-Effertz,209 Minute(s),74289,5 Day(s),259,4.51
600,"Fay, Walsh and Hartmann",716 Minute(s),81945,5 Day(s),1756,3.09
601,Monahan Group,54 Minute(s),215441,7 Day(s),140,4.37
602,Feest-Stamm,162 Minute(s),110524,6 Day(s),353,3.59
603,"Medhurst, Larson and Dare",330 Minute(s),162800,6 Day(s),1402,3.7
604,"Homenick, Williamson and Zboncak",170 Minute(s),248132,6 Day(s),537,3.99
605,Bins-Ledner,465 Minute(s),131098,5 Day(s),1152,4.78
606,Prosacco and Sons,1313 Minute(s),52414,3 Day(s),1900,2.85
607,Waters-Hoeger,328 Minute(s),228110,6 Day(s),1125,3.3
608,Purdy-Harvey,205 Minute(s),143528,6 Day(s),1115,4.49
609,Barton Inc,1406 Minute(s),108031,6 Day(s),1641,3.58
610,"Weissnat, Homenick and Goyette",143 Minute(s),235905,4 Day(s),2249,3.08
611,Ankunding-Jacobson,16 Minute(s),116201,6 Day(s),437,3.93
612,Sipes LLC,143 Minute(s),222780,7 Day(s),676,4.12
613,Parker Inc,547 Minute(s),44124,2 Day(s),1912,3.35
614,Towne Group,215 Minute(s),164179,3 Day(s),1469,4.25
615,Macejkovic LLC,1378 Minute(s),129033,3 Day(s),2916,3.47
616,"O'Kon, Erdman and Simonis",26 Minute(s),226207,4 Day(s),429,3.01
617,"Ziemann, Macejkovic and Pollich",111 Minute(s),203012,7 Day(s),534,4.19
618,MacGyver LLC,742 Minute(s),71896,4 Day(s),2008,2.81
619,Schoen LLC,71 Minute(s),289384,5 Day(s),4,3.91
620,Klein-Murazik,64 Minute(s),187503,5 Day(s),415,3.42
621,"Rau, Kutch and Barrows",300 Minute(s),169300,6 Day(s),1173,4.36
622,Haley LLC,314 Minute(s),128004,6 Day(s),1033,3.21
623,"Feeney, Rau and Paucek",457 Minute(s),152526,7 Day(s),1357,3.21
624,Tromp-Botsford,835 Minute(s),80195,5 Day(s),1866,3.49
625,Homenick Inc,198 Minute(s),137224,5 Day(s),1368,3.36
626,"Pagac, O'Kon and Huels",159 Minute(s),186161,4 Day(s),157,4.16
627,Kuhic LLC,33 Minute(s),267958,5 Day(s),318,4.65
628,Douglas Group,71 Minute(s),217663,6 Day(s),48,4.61
629,Murazik-Moen,1199 Minute(s),115738,2 Day(s),2887,2.92
630,Padberg-Barrows,227 Minute(s),240800,6 Day(s),321,4.71
631,Bashirian-Trantow,169 Minute(s),288848,6 Day(s),553,4.52
632,Emard Inc,22 Minute(s),207749,7 Day(s),772,3.25
633,Kuhic-Nikolaus,64 Minute(s),287471,3 Day(s),2705,2.93
634,"Veum, Wintheiser and Harvey",66 Minute(s),272031,7 Day(s),167,4.44
635,"Hoppe, Wunsch and Labadie",64 Minute(s),294233,4 Day(s),2450,3.09
636,Jacobs-Kautzer,134 Minute(s),211319,6 Day(s),479,4.47
637,Lebsack Inc,233 Minute(s),66761,6 Day(s),73,4.02
638,Conroy-Brekke,422 Minute(s),173187,3 Day(s),1147,4.14
639,Turcotte and Sons,160 Minute(s),170226,6 Day(s),266,3.51
640,"Hayes, Abshire and O'Keefe",237 Minute(s),121188,5 Day(s),68,4.5
641,Mueller-Kiehn,396 Minute(s),214194,5 Day(s),1393,4.28
642,"Jacobson, Goyette and Sauer",247 Minute(s),67061,5 Day(s),945,3.74
643,Price-Lynch,1237 Minute(s),30895,3 Day(s),1920,3.15
644,Wolff and Sons,382 Minute(s),211806,7 Day(s),1213,3.59
645,"Harris, Ankunding and Beer",147 Minute(s),273237,5 Day(s),442,4.65
646,Hand-Tromp,295 Minute(s),186228,6 Day(s),1105,4.32
647,"Kris, Bernier and Homenick",270 Minute(s),190166,4 Day(s),1368,4.6
648,Wintheiser-Veum,1059 Minute(s),79795,4 Day(s),1844,3.09
649,Heidenreich Group,479 Minute(s),155904,6 Day(s),1215,3.27
650,Ledner-Senger,1104 Minute(s),66176,5 Day(s),2570,3.96
651,Keeling and Sons,246 Minute(s),192703,7 Day(s),947,3.34
652,Marquardt-Champlin,283 Minute(s),224417,4 Day(s),1164,4.94
653,Becker-Greenholt,174 Minute(s),121442,7 Day(s),596,3.59
654,Hane LLC,100 Minute(s),229449,3 Day(s),2996,2.22
655,Pollich-Keeling,601 Minute(s),88608,4 Day(s),1522,3.91
656,Torphy-Purdy,1316 Minute(s),111013,4 Day(s),2164,3.89
657,"Torp, Kerluke and Baumbach",752 Minute(s),99552,3 Day(s),2135,4.08
658,Hegmann-Mertz,38 Minute(s),103644,5 Day(s),124,4.11
659,Kiehn-Braun,268 Minute(s),210299,3 Day(s),1519,4.07
660,Collier-Pollich,375 Minute(s),134606,5 Day(s),1245,4.2
661,Mann LLC,62 Minute(s),272097,6 Day(s),371,3.61
662,Barton-Schamberger,366 Minute(s),167096,6 Day(s),1126,3.46
663,Collins Inc,157 Minute(s),117292,5 Day(s),15,3.37
664,Goodwin-Spinka,931 Minute(s),45594,4 Day(s),1756,3.05
665,"DuBuque, Torphy and Schimmel",151 Minute(s),143289,4 Day(s),1123,4.08
666,Carroll LLC,52 Minute(s),225579,6 Day(s),454,3.74
667,Leffler-Kilback,127 Minute(s),172748,7 Day(s),325,3.68
668,Herzog-Walker,833 Minute(s),54560,5 Day(s),2393,4.08
669,Conn-Frami,700 Minute(s),71826,5 Day(s),2764,3.06
670,Thiel-O'Connell,58 Minute(s),267144,6 Day(s),531,3.66
671,Skiles-Abshire,292 Minute(s),208228,5 Day(s),1221,4.29
672,"Kuhn, Cummerata and Haag",320 Minute(s),69388,7 Day(s),474,4.92
673,Doyle-Langworth,63 Minute(s),158827,6 Day(s),562,4.66
674,Strosin and Sons,300 Minute(s),199157,7 Day(s),1139,3.87
675,"Stracke, Veum and Schneider",53 Minute(s),229693,5 Day(s),10,3.73
676,Trantow-Effertz,238 Minute(s),169652,6 Day(s),1491,3.81
677,Boehm-Greenfelder,102 Minute(s),262156,3 Day(s),282,2.96
678,Ledner-Kulas,495 Minute(s),158864,6 Day(s),1352,3.94
679,Padberg-Kunze,690 Minute(s),120887,4 Day(s),2329,2.46
680,"Glover, Franecki and Olson",74 Minute(s),204063,7 Day(s),416,4.01
681,Sporer and Sons,9 Minute(s),114837,6 Day(s),648,4.27
682,Hilll Group,299 Minute(s),51519,4 Day(s),636,4.04
683,"Brakus, Fadel and Gaylord",471 Minute(s),178634,4 Day(s),1155,4.22
684,Bechtelar-Senger,874 Minute(s),37940,3 Day(s),1968,3.78
685,"Kozey, Gottlieb and Wiza",65 Minute(s),220337,5 Day(s),148,4.87
686,Rosenbaum Inc,1059 Minute(s),60009,3 Day(s),2264,3.44
687,"Conn, Schmitt and Mayert",1243 Minute(s),64171,4 Day(s),1759,2.85
688,Pfannerstill and Sons,924 Minute(s),91202,2 Day(s),2365,2.67
689,Gusikowski Inc,40 Minute(s),214048,7 Day(s),1042,3.51
690,Greenholt-Littel,1011 Minute(s),36749,3 Day(s),1677,2.89
691,"Koepp, Littel and Ullrich",1185 Minute(s),119178,2 Day(s),2948,2.74
692,"Kub, Altenwerth and Rodriguez",125 Minute(s),244464,7 Day(s),66,4.92
693,Gorczany LLC,1074 Minute(s),62990,4 Day(s),1663,3.46
694,Harvey-Jenkins,48 Minute(s),249729,5 Day(s),114,4.43
695,Bruen-Price,390 Minute(s),193890,6 Day(s),1377,3.86
696,"Nolan, Wehner and Schiller",258 Minute(s),215616,5 Day(s),1570,3.51
697,Kertzmann and Sons,922 Minute(s),118863,2 Day(s),2479,3.42
698,Larson-Block,19 Minute(s),165788,4 Day(s),149,3.87
699,"Weber, Ward and Little",1321 Minute(s),76366,3 Day(s),1963,3.37
700,Windler Group,166 Minute(s),160421,6 Day(s),400,4.86
701,"Schamberger, Williamson and Blick",412 Minute(s),182069,7 Day(s),1241,4.11
702,Kuhlman-Berge,1232 Minute(s),87758,4 Day(s),2261,2.61
703,Baumbach and Sons,965 Minute(s),39827,4 Day(s),1825,3.24
704,Luettgen LLC,1289 Minute(s),39453,4 Day(s),2127,3.09
705,Langosh-Welch,912 Minute(s),46749,4 Day(s),2074,3.27
706,Schultz-Hauck,206 Minute(s),164579,5 Day(s),1402,4.54
707,"Koepp, Cronin and Will",282 Minute(s),211585,5 Day(s),1025,3.23
708,Torphy-Huels,115 Minute(s),202802,4 Day(s),650,4.9
709,"Mante, Anderson and Smitham",174 Minute(s),195965,5 Day(s),125,4.62
710,"Wiegand, Abernathy and Farrell",282 Minute(s),217298,4 Day(s),1070,3.88
711,Hessel and Sons,70 Minute(s),195074,5 Day(s),926,4.9
712,Pollich Inc,1294 Minute(s),65924,2 Day(s),1910,3.1
713,Mann-Erdman,947 Minute(s),49768,2 Day(s),1663,3.85
714,Goyette-Schuster,372 Minute(s),187516,5 Day(s),930,4.1
715,"Hermiston, Nolan and Brown",26 Minute(s),108191,4 Day(s),319,3.77
716,Parker Group,529 Minute(s),210285,6 Day(s),1157,3.72
717,Mills and Sons,876 Minute(s),119368,5 Day(s),2937,2.24
718,Senger Inc,388 Minute(s),196174,5 Day(s),1018,4.2
719,VonRueden Group,135 Minute(s),103425,6 Day(s),329,4.47
720,Stokes-Gibson,523 Minute(s),57614,3 Day(s),2396,3.05
721,Gerhold Inc,281 Minute(s),185031,6 Day(s),1272,3.51
722,Wuckert and Sons,175 Minute(s),179958,3 Day(s),1387,4.41
